RegistrationNum,RentalHousingUnits,RegisteredDate,ExpiresDate,StatusCurrent,OriginalAddress1,OriginalCity,OriginalState,OriginalZip
001-0124321,1,8/1/16,8/1/21,Active,8839 17TH AVE SW,SEATTLE,WA,98106
001-0101005,31,9/16/14,9/16/19,Active,9600 9TH AVE NW,SEATTLE,WA,98117
001-0111258,1,9/22/15,9/22/20,Active,524 12TH AVE E,SEATTLE,WA,98102
001-0117933,1,3/9/16,3/9/21,Active,5033 27TH AVE S,SEATTLE,WA,98108
001-0116993,1,2/16/16,2/16/21,Active,303 E PIKE ST,SEATTLE,WA,98122
001-0104077,8,3/10/15,3/10/20,Active,7318 RAINIER AVE S,SEATTLE,WA,98118
001-0118797,1,3/23/16,3/23/21,Active,10732 DURLAND AVE NE,SEATTLE,WA,98125
001-0120699,1,5/15/16,5/15/21,Active,8017 BURKE AVE N,SEATTLE,WA,98103
001-0120321,1,5/8/16,5/8/21,Active,124 N 48TH ST,SEATTLE,WA,98103
001-0115598,1,12/31/15,12/31/20,Active,425 VINE ST,SEATTLE,WA,98121
001-0132448,3,9/25/17,9/25/22,Active,1008 E Republican ST,,,
001-0106095,2,5/25/15,5/25/20,Active,2133 7TH AVE W,SEATTLE,WA,98119
001-0127474,1,10/24/16,10/24/21,Active,9619 27TH AVE NW,SEATTLE,WA,98117
001-0120330,2,5/8/16,5/8/21,Active,4027 AURORA AVE N,SEATTLE,WA,98103
001-0123202,1,6/29/16,6/29/21,Active,5000 WOODLAWN AVE N,SEATTLE,WA,98103
001-0124277,3,7/28/16,7/28/21,Active,607 22ND AVE,SEATTLE,WA,98122
001-0114340,1,12/11/15,12/11/20,Active,2204 W EMERSON ST,SEATTLE,WA,98199
001-0117012,2,2/18/16,2/18/21,Active,1512 19TH AVE,SEATTLE,WA,98122
001-0124790,1,8/24/16,8/24/21,Active,7950 SEWARD PARK AVE S,SEATTLE,WA,98118
001-0111579,1,9/27/15,9/27/20,Active,4416 55TH AVE SW,SEATTLE,WA,98116
001-0117078,1,2/17/16,2/17/21,Active,1508 A N 80TH ST,SEATTLE,WA,98103
001-0123559,4,7/1/16,7/1/21,Active,4253 GREENWOOD AVE N,SEATTLE,WA,98103
001-0117856,1,3/8/16,3/8/21,Active,12046 31ST AVE NE,SEATTLE,WA,98125
001-0119786,2,4/15/16,4/15/21,Active,9412 1ST AVE NE,SEATTLE,WA,98115
001-0102964,49,11/4/14,11/4/19,Active,7902 RAINIER AVE S,SEATTLE,WA,98118
001-0127096,1,10/27/16,10/27/21,Active,9357 52ND AVE S,SEATTLE,WA,98118
001-0111043,2,9/18/15,9/18/20,Active,2313 N 113TH PL,SEATTLE,WA,98133
001-0114788,2,12/20/15,12/20/20,Active,5803 8TH AVE NW,SEATTLE,WA,98107
001-0127506,2,10/26/16,10/26/21,Active,515 NW 70TH ST,SEATTLE,WA,98117
001-0118119,1,3/13/16,3/13/21,Active,1726 S SHELTON ST,SEATTLE,WA,98108
001-0111442,1,9/24/15,9/24/20,Active,5511 39TH AVE NE,SEATTLE,WA,98105
001-0116534,1,2/3/16,2/3/21,Active,1026 NE 117TH ST,SEATTLE,WA,98125
001-0127822,2,10/28/16,10/28/21,Active,1800 43RD AVE E,SEATTLE,WA,98112
001-0123529,1,7/1/16,7/1/21,Active,2120 NE 83RD ST,SEATTLE,WA,98115
001-0115286,1,1/12/16,1/12/21,Active,2435 Warren AVE N,SEATTLE,WA,98109
001-0123893,1,7/10/16,7/10/21,Active,1812 19TH AVE,SEATTLE,WA,98122
001-0112362,1,10/3/15,10/3/20,Active,2214 42ND AVE SW,SEATTLE,WA,98116
001-0128496,1,11/30/16,11/30/21,Active,2857 NW 56TH ST,SEATTLE,WA,98107
001-0122751,1,6/25/16,6/25/21,Active,746 22ND AVE E,SEATTLE,WA,98112
001-0110361,1,9/8/15,9/8/20,Active,10556 MIDVALE AVE N,SEATTLE,WA,98133
001-0128539,1,12/2/16,12/2/21,Active,7519 25TH AVE NE,SEATTLE,WA,98115
001-0118087,1,3/12/16,3/12/21,Active,1420 E PINE ST,SEATTLE,WA,98122
001-0125309,1,8/30/16,8/30/21,Active,9211 A ASHWORTH AVE N,SEATTLE,WA,98103
001-0125995,4,9/15/16,9/15/21,Active,617 NW 85TH ST,SEATTLE,WA,98117
001-0118766,1,3/24/16,3/24/21,Active,1607 B 21ST AVE,SEATTLE,WA,98122
001-0126563,3,9/25/16,9/25/21,Active,2207 NW 65TH ST,SEATTLE,WA,98117
001-0127073,1,10/6/16,10/6/21,Active,6801 GREENWOOD AVE N,SEATTLE,WA,98103
001-0117720,1,3/7/16,3/7/21,Active,1819 E DENNY WAY,SEATTLE,WA,98122
001-0122648,1,6/24/16,6/24/21,Active,332 24TH AVE E,SEATTLE,WA,98112
001-0131197,1,3/25/17,3/25/22,Active,5120 S MORGAN ST,SEATTLE,WA,98118
001-0111620,2,9/30/15,9/30/20,Active,7702 RENTON AVE S,SEATTLE,WA,98118
001-0129495,1,12/28/16,12/28/21,Active,2721 1ST AVE,SEATTLE,WA,98121
001-0133121,1,1/5/18,1/5/23,Active,517 N 90TH ST,SEATTLE,WA,98103
001-0125656,1,9/8/16,9/8/21,Active,9557 INTERLAKE AVE N,SEATTLE,WA,98103
001-0119906,1,4/28/16,4/28/21,Active,2833 S JUNEAU ST,SEATTLE,WA,98108
001-0114071,1,12/8/15,12/8/20,Active,334 LAKESIDE AVE S,SEATTLE,WA,98144
001-0120218,1,5/5/16,5/5/21,Active,748 N 85TH ST,SEATTLE,WA,98103
001-0132492,1,10/3/17,10/3/22,Active,3425 35TH AVE SW,SEATTLE,WA,98126
001-0115444,2,12/29/15,12/29/20,Active,1817 25TH AVE S,SEATTLE,WA,98144
001-0127465,1,10/12/16,10/12/21,Active,211 SUMMIT AVE E,SEATTLE,WA,98102
001-0118229,1,3/14/16,3/14/21,Active,11312 8TH AVE NE,SEATTLE,WA,98125
001-0119608,8,4/15/16,4/15/21,Active,3018 NE 137TH ST,SEATTLE,WA,98125
001-0122056,1,8/5/16,8/5/21,Active,407 N 49TH ST,SEATTLE,WA,98103
001-0126908,1,9/30/16,9/30/21,Active,3728 SW TILLMAN ST,SEATTLE,WA,98126
001-0117743,1,3/7/16,3/7/21,Active,2418 35TH AVE W,SEATTLE,WA,98199
001-0121918,1,8/5/16,8/5/21,Active,5214 F FAUNTLEROY WAY SW,SEATTLE,WA,98136
001-0111952,3,11/3/15,11/3/20,Active,511 E MERCER ST,SEATTLE,WA,98102
001-0119302,1,3/30/16,3/30/21,Active,2119 S PEARL ST,SEATTLE,WA,98108
001-0119258,1,3/30/16,3/30/21,Active,10501 8TH AVE NE,SEATTLE,WA,98125
001-0112593,1,10/14/15,10/14/20,Active,3104 WESTERN AVE,SEATTLE,WA,98121
001-0119975,1,4/20/16,4/20/21,Active,1817 A 20TH AVE,SEATTLE,WA,98122
001-0115530,2,1/4/16,1/4/21,Active,1119 A STURGUS AVE S,SEATTLE,WA,98144
001-0131711,1,6/2/17,6/2/22,Active,1906 E LYNN ST,SEATTLE,WA,98112
001-0113000,1,11/12/15,11/12/20,Active,4507 45TH AVE SW,SEATTLE,WA,98116
001-0132364,1,9/10/17,9/10/22,Active,1420 E PINE ST,SEATTLE,WA,98122
001-0117937,1,3/9/16,3/9/21,Active,932 19TH AVE,SEATTLE,WA,98122
001-0110264,1,9/5/15,9/5/20,Active,10742 STONE AVE N,SEATTLE,WA,98133
001-0130374,1,1/19/17,1/19/22,Active,10725 68TH AVE S,SEATTLE,WA,98178
001-0129509,1,12/22/16,12/22/21,Active,820 BLANCHARD ST,SEATTLE,WA,98121
001-0110429,1,9/9/15,9/9/20,Active,4409 301 CALIFORNIA AVE SW,SEATTLE,WA,98116
001-0132955,1,12/10/17,12/10/22,Active,7502 1ST AVE NE,SEATTLE,WA,98115
001-0118375,1,3/17/16,3/17/21,Active,518 NE 102ND ST,SEATTLE,WA,98125
001-0125609,1,9/7/16,9/7/21,Active,8639 44TH AVE S,SEATTLE,WA,98118
001-0111026,1,9/18/15,9/18/20,Active,1018 E SHELBY ST,SEATTLE,WA,98102
001-0130833,1,2/13/17,2/13/22,Active,9034 15TH AVE NW,SEATTLE,WA,98117
001-0128169,1,11/16/16,11/16/21,Active,7316 15TH AVE NE,SEATTLE,WA,98115
001-0124379,1,8/5/16,8/5/21,Active,909 N 97TH ST,SEATTLE,WA,98103
001-0124748,1,9/7/16,9/7/21,Active,8335 39TH AVE S,SEATTLE,WA,98118
001-0118131,1,3/15/16,3/15/21,Active,4361 28TH AVE S,SEATTLE,WA,98108
001-0129369,1,12/21/16,12/21/21,Active,81 VINE ST,SEATTLE,WA,98121
001-0125195,1,8/25/16,8/25/21,Active,725 20TH AVE,SEATTLE,WA,98122
001-0112828,1,11/5/15,11/5/20,Active,3615 BAGLEY AVE N,SEATTLE,WA,98103
001-0131213,1,4/5/17,4/5/22,Active,1011 NE 82ND ST,SEATTLE,WA,98115
001-0132475,1,9/30/17,9/30/22,Active,5339 SW MANNING ST,SEATTLE,WA,98116
001-0119402,1,3/31/16,3/31/21,Active,10011 36TH AVE NE,SEATTLE,WA,98125
001-0131443,1,4/21/17,4/21/22,Active,726 N 103RD ST,SEATTLE,WA,98133
001-0133189,1,1/19/18,1/19/23,Active,519 W ROY ST,SEATTLE,WA,98119
001-0113043,1,11/10/15,11/10/20,Active,1016 6TH AVE N,SEATTLE,WA,98109
001-0117821,1,3/8/16,3/8/21,Active,1918 E YESLER WAY,SEATTLE,WA,98122
001-0121884,3,6/14/16,6/14/21,Active,3839 CARR PL N,SEATTLE,WA,98103
001-0123393,1,6/30/16,6/30/21,Active,2311 B 42ND AVE E,SEATTLE,WA,98112
001-0131063,1,3/7/17,3/7/22,Active,2801 1ST AVE,SEATTLE,WA,98121
001-0131349,1,4/9/17,4/9/22,Active,2828 B SW ADAMS ST,SEATTLE,WA,98126
001-0113046,1,11/16/15,11/16/20,Active,3842 25TH AVE W,SEATTLE,WA,98199
001-0120000,1,4/25/16,4/25/21,Active,9904 31ST AVE SW,SEATTLE,WA,98126
001-0123419,2,6/30/16,6/30/21,Active,7150 46TH PL SW,SEATTLE,WA,98136
001-0120203,1,5/5/16,5/5/21,Active,4622 SW FRONTENAC ST,SEATTLE,WA,98136
001-0133425,1,2/28/18,2/28/23,Active,6960 California AVE SW,,,
001-0117843,1,3/8/16,3/8/21,Active,1313 S PEARL ST,SEATTLE,WA,98108
001-0129684,1,12/28/16,12/28/21,Active,6250 39TH AVE NE,SEATTLE,WA,98115
001-0127409,1,10/12/16,10/12/21,Active,9908 BEACON AVE S,SEATTLE,WA,98118
001-0127897,1,11/1/16,11/1/21,Active,10018 51ST AVE S,SEATTLE,WA,98178
001-0115992,4,1/6/16,1/6/21,Active,2005 13TH AVE S,SEATTLE,WA,98144
001-0118347,2,4/7/16,4/7/21,Active,1207 NE 145TH ST,SEATTLE,WA,98155
001-0116108,3,1/10/16,1/10/21,Active,1040 S THISTLE ST,SEATTLE,WA,98108
001-0120516,1,5/11/16,5/11/21,Active,3634 C WHITMAN AVE N,SEATTLE,WA,98103
001-0130087,1,1/6/17,1/6/22,Active,11116 LUTHER AVE S,SEATTLE,WA,98178
001-0121438,1,6/8/16,6/8/21,Active,9245 B INTERLAKE AVE N,SEATTLE,WA,98103
001-0119940,1,4/18/16,4/18/21,Active,5650 B FAUNTLEROY WAY SW,SEATTLE,WA,98136
001-0129890,2,1/3/17,1/3/22,Active,6524 1ST AVE NE,SEATTLE,WA,98115
001-0124136,2,7/20/16,7/20/21,Active,738 N 75TH ST,SEATTLE,WA,98103
001-0122203,2,6/17/16,6/17/21,Active,4110 EVANSTON AVE N,SEATTLE,WA,98103
001-0124911,1,8/18/16,8/18/21,Active,4424 4TH AVE NW,SEATTLE,WA,98107
001-0113672,2,12/1/15,12/1/20,Active,3022 BEACON AVE S,SEATTLE,WA,98144
001-0113668,1,12/28/15,12/28/20,Active,1733 NW 59TH ST,SEATTLE,WA,98107
001-0115735,4,1/8/16,1/8/21,Active,1411 NW 54TH ST,SEATTLE,WA,98107
001-0124648,1,12/6/16,12/6/21,Active,9907 32ND AVE SW,SEATTLE,WA,98126
001-0132476,1,9/30/17,9/30/22,Active,2125 WESTLAKE AVE N,SEATTLE,WA,98109
001-0122866,1,7/6/16,7/6/21,Active,1006 NOB HILL AVE N,SEATTLE,WA,98109
001-0118905,3,3/25/16,3/25/21,Active,1619 27TH AVE,SEATTLE,WA,98122
001-0121111,1,8/4/16,8/4/21,Active,2200 WESTLAKE AVE N,SEATTLE,WA,98109
001-0117474,1,3/17/16,3/17/21,Active,2608 NE 134TH ST,SEATTLE,WA,98125
001-0111214,1,9/22/15,9/22/20,Active,4426 41ST AVE SW,SEATTLE,WA,98116
001-0114192,1,12/9/15,12/9/20,Active,2208 W RUFFNER ST,SEATTLE,WA,98199
001-0125162,1,9/6/16,9/6/21,Active,2300 N 38TH ST,SEATTLE,WA,98103
001-0125221,2,8/26/16,8/26/21,Active,9221 ASHWORTH AVE N,SEATTLE,WA,98103
001-0118332,1,3/15/16,3/15/21,Active,303 NE 115TH ST,SEATTLE,WA,98125
001-0110596,2,9/11/15,9/11/20,Active,614 12TH AVE E,SEATTLE,WA,98102
001-0118186,1,3/14/16,3/14/21,Active,145 NE 115TH ST,SEATTLE,WA,98125
001-0124991,1,8/21/16,8/21/21,Active,6750 15TH AVE NW,SEATTLE,WA,98117
001-0129109,1,12/14/16,12/14/21,Active,7904 11TH AVE SW,SEATTLE,WA,98106
001-0121451,1,6/7/16,6/7/21,Active,523 N 63RD ST,SEATTLE,WA,98103
001-0115011,1,12/23/15,12/23/20,Active,5912 B 20TH AVE NW,SEATTLE,WA,98107
001-0126381,1,11/17/16,11/17/21,Active,2144 38TH AVE E,SEATTLE,WA,98112
001-0133098,1,1/2/18,1/2/23,Active,88 Virginia ST,,,
001-0120829,3,5/18/16,5/18/21,Active,4461 WOODLAND PARK AVE N,SEATTLE,WA,98103
001-0113865,1,12/3/15,12/3/20,Active,1504 AURORA AVE N,SEATTLE,WA,98109
001-0110602,1,9/11/15,9/11/20,Active,2960 EASTLAKE AVE E,SEATTLE,WA,98102
001-0124179,2,7/21/16,7/21/21,Active,4058 5TH AVE NE,SEATTLE,WA,98105
001-0119972,1,4/20/16,4/20/21,Active,2028 WAVERLY PL N,SEATTLE,WA,98109
001-0117928,1,3/9/16,3/9/21,Active,505 E DENNY WAY,SEATTLE,WA,98122
001-0111698,1,9/28/15,9/28/20,Active,14027 1st AVE NW,SEATTLE,WA,98177
001-0123461,1,7/1/16,7/1/21,Active,5616 44TH AVE SW,SEATTLE,WA,98136
001-0125483,1,9/5/16,9/5/21,Active,6736 22ND AVE NW,SEATTLE,WA,98117
001-0111922,1,9/29/15,9/29/20,Active,954 BROADWAY E,SEATTLE,WA,98102
001-0115028,1,12/24/15,12/24/20,Active,1728 LAKESIDE AVE S,SEATTLE,WA,98144
001-0118128,1,3/14/16,3/14/21,Active,1420 TERRY AVE,SEATTLE,WA,98101
001-0126779,1,11/18/16,11/18/21,Active,3706 S HOLLY PARK DR,SEATTLE,WA,98118
001-0118701,1,3/22/16,3/22/21,Active,10539 ALTON AVE NE,SEATTLE,WA,98125
001-0123859,1,8/17/16,8/17/21,Active,8508 C NESBIT AVE N,SEATTLE,WA,98103
001-0127151,2,10/6/16,10/6/21,Active,8322 LOYAL WAY NW,SEATTLE,WA,98117
001-0123739,1,8/5/16,8/5/21,Active,308 SUMMIT AVE E,SEATTLE,WA,98102
001-0118778,1,3/23/16,3/23/21,Active,531 NE 91ST ST,SEATTLE,WA,98115
001-0133657,1,4/4/18,4/4/23,Active,4540 8TH AVE NE,SEATTLE,WA,98105
001-0121266,1,6/2/16,6/2/21,Active,11437 70TH PL S,SEATTLE,WA,98178
001-0110309,2,9/7/15,9/7/20,Active,10715 PHINNEY AVE N,SEATTLE,WA,98133
001-0115154,1,12/24/15,12/24/20,Active,2635 MAYFAIR AVE N,SEATTLE,WA,98109
001-0121247,1,6/7/16,6/7/21,Active,9041 PHINNEY AVE N,SEATTLE,WA,98103
001-0111186,4,9/21/15,9/21/20,Active,401 11TH AVE E,SEATTLE,WA,98102
001-0118391,2,4/7/16,4/7/21,Active,12310 33RD AVE NE,SEATTLE,WA,98125
001-0110877,2,9/25/15,9/25/20,Active,4512 41st AVE W,SEATTLE,WA,
001-0114184,1,12/9/15,12/9/20,Active,236 NW 56TH ST,SEATTLE,WA,98107
001-0123897,1,7/10/16,7/10/21,Active,7939 DENSMORE AVE N,SEATTLE,WA,98103
001-0133952,1,5/22/18,5/22/23,Active,5528 55TH AVE NE,SEATTLE,WA,
001-0116070,1,1/7/16,1/7/21,Active,7746 12TH AVE NW,SEATTLE,WA,98117
001-0131928,2,7/5/17,7/5/22,Active,10432 Alderbrook PL NW,SEATTLE,WA,98177
001-0128737,1,12/6/16,12/6/21,Active,121 VINE ST,SEATTLE,WA,98121
001-0130023,3,1/5/17,1/5/22,Active,1014 NE 97TH ST,SEATTLE,WA,98115
001-0129756,1,12/30/16,12/30/21,Active,1000 NE 88TH ST,SEATTLE,WA,98115
001-0119808,1,4/11/16,4/11/21,Active,9012 2ND AVE S,SEATTLE,WA,98108
001-0128366,1,11/26/16,11/26/21,Active,10412 64TH AVE S,SEATTLE,WA,98178
001-0115539,2,1/6/16,1/6/21,Active,618 NW 58TH ST,SEATTLE,WA,98107
001-0117229,1,2/22/16,2/22/21,Active,5834 B-103 NE 75TH ST,SEATTLE,WA,98115
001-0111888,1,10/2/15,10/2/20,Active,4754 4TH AVE NE,SEATTLE,WA,98105
001-0129342,1,12/20/16,12/20/21,Active,3419 18TH AVE S,SEATTLE,WA,98144
001-0127782,1,10/26/16,10/26/21,Active,124 29TH AVE,SEATTLE,WA,98122
001-0113393,1,11/30/15,11/30/20,Active,2713 S NORMAN ST,SEATTLE,WA,98144
001-0128964,1,12/13/16,12/13/21,Active,3104 WESTERN AVE,SEATTLE,WA,98121
001-0124941,1,8/18/16,8/18/21,Active,137 32ND AVE E,SEATTLE,WA,98112
001-0125744,1,12/5/16,12/5/21,Active,5925 34TH AVE SW,SEATTLE,WA,98126
001-0122970,2,7/1/16,7/1/21,Active,5916 FAUNTLEROY WAY SW,SEATTLE,WA,98136
001-0111465,4,9/28/15,9/28/20,Active,264 E BOSTON ST,SEATTLE,WA,98102
001-0125164,1,8/31/16,8/31/21,Active,4224 42ND AVE S,SEATTLE,WA,98118
001-0115327,1,12/28/15,12/28/20,Active,2408 1ST AVE N,SEATTLE,WA,98109
001-0120176,1,5/4/16,5/4/21,Active,3630 B FRANCIS AVE N,SEATTLE,WA,98103
001-0131841,1,6/21/17,6/21/22,Active,3845 37TH AVE SW,SEATTLE,WA,98126
001-0133054,41,12/27/17,12/27/22,Active,714 N 95TH ST,SEATTLE,WA,98103
001-0128678,1,12/5/16,12/5/21,Active,2033 2ND AVE,SEATTLE,WA,98121
001-0132720,1,11/2/17,11/2/22,Active,2911 2nd AVE,,,
001-0131916,1,7/6/17,7/6/22,Active,6250 45TH AVE NE,SEATTLE,WA,98115
001-0113021,4,11/9/15,11/9/20,Active,5634 3RD AVE NW,SEATTLE,WA,98107
001-0133071,1,12/28/17,12/28/22,Active,819 VIRGINIA ST,SEATTLE,WA,98101
001-0132612,1,10/16/17,10/16/22,Active,9416 1st AVE NE,,,
001-0129423,1,12/27/16,12/27/21,Active,7750 31ST AVE NE,SEATTLE,WA,98115
001-0113842,2,12/3/15,12/3/20,Active,3412 BEACON AVE S,SEATTLE,WA,98144
001-0116777,1,2/9/16,2/9/21,Active,2515 E PINE ST,SEATTLE,WA,98122
001-0110684,1,9/13/15,9/13/20,Active,10733 EVANSTON AVE N,SEATTLE,WA,98133
001-0124868,1,8/17/16,8/17/21,Active,738 N 71ST ST,SEATTLE,WA,98103
001-0122637,1,6/28/16,6/28/21,Active,12023 25TH AVE NE,SEATTLE,WA,98125
001-0116585,1,2/4/16,2/4/21,Active,5933 SHAFFER AVE S,SEATTLE,WA,98108
001-0127217,1,10/18/16,10/18/21,Active,7406 39TH AVE S,SEATTLE,WA,98118
001-0118363,1,4/14/16,4/14/21,Active,11556 6TH PL NE,SEATTLE,WA,98125
001-0123260,1,6/30/16,6/30/21,Active,1231 NW 118TH ST,SEATTLE,WA,98177
001-0121047,1,5/26/16,5/26/21,Active,736 N 72ND ST,SEATTLE,WA,98103
001-0114926,1,12/22/15,12/22/20,Active,4123 BAKER AVE NW,SEATTLE,WA,98107
001-0130233,1,1/17/17,1/17/22,Active,512 NE 72ND ST,SEATTLE,WA,98115
001-0124591,4,8/17/16,8/17/21,Active,5500 RAINIER AVE S,SEATTLE,WA,98118
001-0133080,2,12/28/17,12/28/22,Active,3310 LAFAYETTE AVE S,SEATTLE,WA,98144
001-0114605,1,1/14/16,1/14/21,Active,1407 TAYLOR AVE N,SEATTLE,WA,98109
001-0121102,4,6/3/16,6/3/21,Active,744 N 35TH ST,SEATTLE,WA,98103
001-0117104,1,2/19/16,2/19/21,Active,13565 42ND AVE NE,SEATTLE,WA,98125
001-0118142,1,3/18/16,3/18/21,Active,10026 48TH AVE NE,SEATTLE,WA,98125
001-0130125,1,1/8/17,1/8/22,Active,116 NE 92ND ST,SEATTLE,WA,98115
001-0111844,1,10/2/15,10/2/20,Active,3022 50th AVE SW,SEATTLE,WA,98116
001-0125764,1,11/4/16,11/4/21,Active,5409 35TH AVE S,SEATTLE,WA,98118
001-0112298,1,10/13/15,10/13/20,Active,4817 42ND AVE SW,SEATTLE,WA,98116
001-0126220,1,9/20/16,9/20/21,Active,8446 46TH AVE S,SEATTLE,WA,98118
001-0128335,1,11/23/16,11/23/21,Active,4540 NE 94TH ST,SEATTLE,WA,98115
001-0126943,1,9/30/16,9/30/21,Active,7735 31ST AVE NW,SEATTLE,WA,98117
001-0118066,3,3/11/16,3/11/21,Active,1832 27TH AVE,SEATTLE,WA,98122
001-0130467,1,1/19/17,1/19/22,Active,9736 46TH AVE NE,SEATTLE,WA,98115
001-0122649,3,6/27/16,6/27/21,Active,5542 EAST GREEN LAKE WAY N,SEATTLE,WA,98103
001-0111262,1,9/22/15,9/22/20,Active,4712 SW HINDS ST,SEATTLE,WA,98116
001-0114646,1,12/17/15,12/17/20,Active,4748 19TH AVE NE,SEATTLE,WA,98105
001-0116935,1,2/12/16,2/12/21,Active,1601 22ND AVE,SEATTLE,WA,98122
001-0125281,1,8/29/16,8/29/21,Active,3120 SW BARTON ST,SEATTLE,WA,98126
001-0132540,1,10/6/17,10/6/22,Active,1153 82nd,SEATTLE,WA,98103
001-0121330,1,6/3/16,6/3/21,Active,4411 SW ROSE ST,SEATTLE,WA,98136
001-0131403,1,4/17/17,4/17/22,Active,5037 37TH AVE SW,SEATTLE,WA,98126
001-0117632,1,3/9/16,3/9/21,Active,12031 A 35TH AVE NE,SEATTLE,WA,98125
001-0114383,1,12/13/15,12/13/20,Active,2011 C S WASHINGTON ST,SEATTLE,WA,98144
001-0117309,3,2/29/16,2/28/21,Active,1836 27TH AVE,SEATTLE,WA,98122
001-0111354,1,9/26/15,9/26/20,Active,10015 14TH AVE NW,SEATTLE,WA,98177
001-0101479,12,9/25/14,9/25/19,Active,5108 S DAWSON ST,SEATTLE,WA,98118
001-0112395,1,10/26/15,10/26/20,Active,4123 CALIFORNIA AVE SW,SEATTLE,WA,98116
001-0120153,1,5/4/16,5/4/21,Active,8246 CORLISS AVE N,SEATTLE,WA,98103
001-0126507,1,11/2/16,11/2/21,Active,9414 RENTON AVE S,SEATTLE,WA,98118
001-0118497,6,3/18/16,3/18/21,Active,2904 E CHERRY ST,SEATTLE,WA,98122
001-0111422,1,9/24/15,9/24/20,Active,2707 QUEEN ANNE AVE N,SEATTLE,WA,98109
001-0113318,2,11/16/15,11/16/20,Active,2718 S KING ST,SEATTLE,WA,98144
001-0110174,2,9/3/15,9/3/20,Active,3648 BEACH DR SW,SEATTLE,WA,98116
001-0112229,1,9/30/15,9/30/20,Active,13545 CORLISS AVE N,SEATTLE,WA,98133
001-0116675,1,2/6/16,2/6/21,Active,540 26TH AVE S,SEATTLE,WA,98144
001-0121967,1,6/15/16,6/15/21,Active,321 28TH AVE S,SEATTLE,WA,98144
001-0121721,1,6/12/16,6/12/21,Active,664 32ND AVE E,SEATTLE,WA,98112
001-0133204,1,1/22/18,1/22/23,Active,4324 Greenwood AVE N,,,
001-0111290,2,10/13/15,10/13/20,Active,1107 E THOMAS ST,SEATTLE,WA,98102
001-0131641,1,5/19/17,5/19/22,Active,3811 SW DAWSON ST,SEATTLE,WA,98126
001-0122273,1,9/16/16,9/16/21,Active,2901 NE BLAKELEY ST,SEATTLE,WA,98105
001-0115897,1,1/19/16,1/19/21,Active,2320 2ND AVE N,SEATTLE,WA,98109
001-0126301,1,10/31/16,10/31/21,Active,4125 35TH AVE SW,SEATTLE,WA,98126
001-0112349,1,10/12/15,10/12/20,Active,743 N 100TH ST,SEATTLE,WA,98133
001-0118456,1,3/17/16,3/17/21,Active,12754 RIVIERA PL NE,SEATTLE,WA,98125
001-0125818,1,9/11/16,9/11/21,Active,7008 A MARY AVE NW,SEATTLE,WA,98117
001-0125444,1,9/4/16,9/4/21,Active,3823 33RD AVE SW,SEATTLE,WA,98126
001-0117992,1,3/10/16,3/10/21,Active,1033 NE 113TH ST,SEATTLE,WA,98125
001-0106823,1,6/14/15,6/14/20,Active,5260 A BROOKLYN AVE NE,SEATTLE,WA,98105
001-0132029,1,7/18/17,7/18/22,Active,918 Martin Luther Way Jr Way S,,,
001-0110478,1,9/9/15,9/9/20,Active,10042 9TH AVE NW,SEATTLE,WA,98177
001-0120102,2,5/2/16,5/2/21,Active,808 NW MARKET ST,SEATTLE,WA,98107
001-0126902,1,9/30/16,9/30/21,Active,9313 LIMA TER S,SEATTLE,WA,98118
001-0122015,1,6/15/16,6/15/21,Active,1105 SPRING ST,SEATTLE,WA,98104
001-0123368,1,7/6/16,7/6/21,Active,3913 BURKE AVE N,SEATTLE,WA,98103
001-0114528,1,12/23/15,12/23/20,Active,3412 39TH AVE W,SEATTLE,WA,98199
001-0120200,1,5/5/16,5/5/21,Active,322 23RD AVE E,SEATTLE,WA,98112
001-0131409,1,4/17/17,4/17/22,Active,4116 CALIFORNIA AVE SW,SEATTLE,WA,98116
001-0124303,1,8/3/16,8/3/21,Active,7003 FAUNTLEROY WAY SW,SEATTLE,WA,98136
001-0112897,4,11/10/15,11/10/20,Active,1814 S WELLER ST,SEATTLE,WA,98144
001-0100764,21,9/7/14,9/7/19,Active,7121 LINDEN AVE N,SEATTLE,WA,98103
001-0120651,1,5/18/16,5/18/21,Active,6637 FAUNTLEROY WAY SW,SEATTLE,WA,98136
001-0123163,1,6/29/16,6/29/21,Active,7214 FREMONT AVE N,SEATTLE,WA,98103
001-0125311,2,8/30/16,8/30/21,Active,812 W GALER ST,SEATTLE,WA,98119
001-0120238,1,5/5/16,5/5/21,Active,1011 D N 50TH ST,SEATTLE,WA,98103
001-0126910,2,9/30/16,9/30/21,Active,5630 S FOUNTAIN ST,SEATTLE,WA,98178
001-0124546,2,8/11/16,8/11/21,Active,9253 51ST AVE S,SEATTLE,WA,98118
001-0132202,1,9/8/17,9/8/22,Active,2911 2ND AVE,SEATTLE,WA,98121
001-0111993,1,9/29/15,9/29/20,Active,705 N 102ND ST,SEATTLE,WA,98133
001-0116853,1,2/11/16,2/11/21,Active,1610 BELMONT AVE,SEATTLE,WA,98122
001-0119480,4,3/31/16,3/31/21,Active,921 17TH AVE,SEATTLE,WA,98122
001-0123985,1,7/12/16,7/12/21,Active,1125 E OLIVE ST,SEATTLE,WA,98122
001-0102285,6,10/1/14,10/1/19,Active,2349 Yale AVE E,SEATTLE,WA,98102
